OBJECTID,FULL_NAME,Has_MAX_BRT,Shape_Length,SIDEWALK_AREA,SIDEWALK_WIDTH,HOV,IMPACTED,BLOCK_ID,INTEGRATED_LU,GREEN_BUFFER,Start_X,Start_Y,End_X,End_Y
116,16 AV NW,Yes,0.50001632,0.766533675,1.5,,,1,,Yes,-7837.5886,5658986.264,-7838.0882,5658986.285
117,16 AV NW,Yes,0.499920494,0.76141282,1.5,,,1,,Yes,-7837.0891,5658986.244,-7837.5886,5658986.264
118,16 AV NW,Yes,0.50002041,0.75661542,1.5,,,1,,Yes,-7836.5895,5658986.223,-7837.0891,5658986.244
119,16 AV NW,Yes,0.500020409,0.75307727,1.5,,,1,,Yes,-7836.0899,5658986.203,-7836.5895,5658986.223
120,16 AV NW,Yes,0.50001632,0.759527045,1.5,,,1,,Yes,-7835.5903,5658986.182,-7836.0899,5658986.203
121,16 AV NW,Yes,0.50002041,0.76815036,1.5,,,1,,Yes,-7835.0907,5658986.162,-7835.5903,5658986.182
122,16 AV NW,Yes,0.499920494,0.775788675,1.6,,,1,,Yes,-7834.5912,5658986.141,-7835.0907,5658986.162
123,16 AV NW,Yes,0.500020409,0.78111118,1.6,,,1,,Yes,-7834.0916,5658986.121,-7834.5912,5658986.141
124,16 AV NW,Yes,0.500016319,0.785985339,1.6,,,1,,Yes,-7833.592,5658986.101,-7834.0916,5658986.121
125,16 AV NW,Yes,0.500020409,0.790891449,1.6,,,1,,Yes,-7833.0924,5658986.08,-7833.592,5658986.101
126,16 AV NW,Yes,0.50002041,0.795773971,1.6,,,1,,Yes,-7832.5928,5658986.06,-7833.0924,5658986.08
127,16 AV NW,Yes,0.500016319,0.800669885,1.6,,,1,,Yes,-7832.0932,5658986.039,-7832.5928,5658986.06
128,16 AV NW,Yes,0.499920494,0.8054187,1.6,,,1,,Yes,-7831.5937,5658986.019,-7832.0932,5658986.039
129,16 AV NW,Yes,0.500020409,0.81048669,1.6,,,1,,Yes,-7831.0941,5658985.998,-7831.5937,5658986.019
130,16 AV NW,Yes,0.50002041,0.815390929,1.6,,,1,,Yes,-7830.5945,5658985.978,-7831.0941,5658985.998
131,16 AV NW,Yes,0.50001632,0.824879114,1.6,,,1,,Yes,-7830.0949,5658985.957,-7830.5945,5658985.978
132,16 AV NW,Yes,0.500020409,0.841991461,1.7,,,1,,Yes,-7829.5953,5658985.937,-7830.0949,5658985.957
133,16 AV NW,Yes,0.499920494,0.85838567,1.7,,,1,,Yes,-7829.0958,5658985.916,-7829.5953,5658985.937
134,16 AV NW,Yes,0.50001632,0.867107771,1.7,,,1,,Yes,-7828.5962,5658985.896,-7829.0958,5658985.916
135,16 AV NW,Yes,0.500020409,0.869138554,1.7,,,1,,Yes,-7828.0966,5658985.875,-7828.5962,5658985.896
136,16 AV NW,Yes,0.500020409,0.871024801,1.7,,,1,,Yes,-7827.597,5658985.855,-7828.0966,5658985.875
137,16 AV NW,Yes,0.500020409,0.87302648,1.8,,,1,,,-7827.0974,5658985.834,-7827.597,5658985.855
138,16 AV NW,Yes,0.499916403,0.874803109,1.8,,,1,,,-7826.5979,5658985.814,-7827.0974,5658985.834
139,16 AV NW,Yes,0.50002041,0.876958335,1.8,,,1,,,-7826.0983,5658985.793,-7826.5979,5658985.814
140,16 AV NW,Yes,0.500020409,0.67322294,1.4,,,1,,,-7825.5987,5658985.773,-7826.0983,5658985.793
141,16 AV NW,Yes,0.500011188,,,,,1,,,-7825.0988,5658985.773,-7825.5987,5658985.773
142,16 AV NW,Yes,0.500029159,0,0,,,1,,,-7824.5988,5658985.778,-7825.0988,5658985.773
143,16 AV NW,Yes,0.500000492,0,0,,,1,,,-7824.0988,5658985.778,-7824.5988,5658985.778
144,16 AV NW,Yes,0.50000064,0,0,,,1,,,-7823.5988,5658985.777,-7824.0988,5658985.778
145,16 AV NW,Yes,0.50000238,0,0,,,1,,,-7823.0988,5658985.778,-7823.5988,5658985.777
146,16 AV NW,Yes,0.50000441,0,0,,,1,,,-7822.5988,5658985.78,-7823.0988,5658985.778
147,16 AV NW,Yes,0.499904001,0,0,,,1,,,-7822.0989,5658985.782,-7822.5988,5658985.78
148,16 AV NW,Yes,0.500004,0,0,,,1,,,-7821.5989,5658985.784,-7822.0989,5658985.782
149,16 AV NW,Yes,0.50000441,0,0,,,1,,,-7821.0989,5658985.786,-7821.5989,5658985.784
150,16 AV NW,Yes,0.500004,0,0,,,1,,,-7820.5989,5658985.788,-7821.0989,5658985.786
151,16 AV NW,Yes,0.500004,0,0,,,1,,,-7820.0989,5658985.79,-7820.5989,5658985.788
152,16 AV NW,Yes,0.50000441,0,0,,,1,,,-7819.5989,5658985.792,-7820.0989,5658985.79
153,16 AV NW,Yes,0.500004,0,0,,,1,,,-7819.0989,5658985.794,-7819.5989,5658985.792
154,16 AV NW,Yes,0.500004,0,0,,,1,,,-7818.5989,5658985.796,-7819.0989,5658985.794
155,16 AV NW,Yes,0.50000441,0,0,,,1,,,-7818.0989,5658985.798,-7818.5989,5658985.796
156,16 AV NW,Yes,0.500004,0,0,,,1,,,-7817.5989,5658985.8,-7818.0989,5658985.798
157,16 AV NW,Yes,0.50000161,0,0,,,1,,,-7817.0989,5658985.801,-7817.5989,5658985.8
158,16 AV NW,Yes,0.5,0,0,,,1,,,-7816.5989,5658985.801,-7817.0989,5658985.801
159,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7816.0989,5658985.801,-7816.5989,5658985.801
160,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7815.5989,5658985.801,-7816.0989,5658985.801
161,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7815.0989,5658985.8,-7815.5989,5658985.801
162,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7814.5989,5658985.8,-7815.0989,5658985.8
163,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7814.0989,5658985.8,-7814.5989,5658985.8
164,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7813.5989,5658985.8,-7814.0989,5658985.8
165,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7813.0989,5658985.8,-7813.5989,5658985.8
166,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7812.5989,5658985.8,-7813.0989,5658985.8
167,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7812.0989,5658985.8,-7812.5989,5658985.8
168,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7811.5989,5658985.8,-7812.0989,5658985.8
169,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7811.0989,5658985.8,-7811.5989,5658985.8
170,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7810.5989,5658985.8,-7811.0989,5658985.8
171,16 AV NW,Yes,0.5,0,0,,,1,,,-7810.0989,5658985.8,-7810.5989,5658985.8
172,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7809.5989,5658985.799,-7810.0989,5658985.8
173,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7809.0989,5658985.799,-7809.5989,5658985.799
174,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7808.5989,5658985.799,-7809.0989,5658985.799
175,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7808.0989,5658985.799,-7808.5989,5658985.799
176,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7807.5989,5658985.799,-7808.0989,5658985.799
177,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7807.0989,5658985.799,-7807.5989,5658985.799
178,16 AV NW,Yes,0.50000001,0,0,,,1,,,-7806.5989,5658985.799,-7807.0989,5658985.799
179,16 AV NW,Yes,0.50000001,0.126251005,0.2,,,1,,,-7806.0989,5658985.799,-7806.5989,5658985.799
180,16 AV NW,Yes,0.50000001,1.204059729,2.4,,,1,,,-7805.5989,5658985.799,-7806.0989,5658985.799
181,16 AV NW,Yes,0.50000001,1.36217555,2.7,,,1,,,-7805.0989,5658985.799,-7805.5989,5658985.799
182,16 AV NW,Yes,0.50000001,1.353108405,2.7,,,1,,,-7804.5989,5658985.798,-7805.0989,5658985.799
183,16 AV NW,Yes,0.50000001,1.34382585,2.7,,,1,,,-7804.0989,5658985.798,-7804.5989,5658985.798
184,16 AV NW,Yes,0.5,1.3508,2.7,,,1,,,-7803.5989,5658985.798,-7804.0989,5658985.798
