OBJECTID,TREE_ASSET_CD,ASSET_TYPE,ASSET_SUBTYPE,COMMON_NAME,HORT_CODE,GENUS,SPECIES,CULTIVAR,DBH_CM,MATURE_SIZE,RATING,APPRAISED_VALUE,TREE_CONDITION_RATING_PERC,HERITAGE_TREES,TREE_MAINTENANCE,MAINTAINED_BY,WAM_ID,COMM_CODE,LOCATION_DETAIL,SITE_ELEMENT_TYPE_DESCRIPTION,SITE_ELEMENT_MINORTYPE,HARDWARE,ACTIVE_DT,MODIFIED_DT,X_Point,Y_Point
388,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,24,LARGE,90,2749.23,63,N,MAINTAIN TREE,CALGARY PARKS,T-50868136,CAP,1140 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-6099.3261,5658982.35
389,HIL666,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,7,LARGE,90,565,69,N,ESTABLISH TREE,CALGARY PARKS,T-51379292,HIL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2021-09-02,2025-08-29,-6070.3254,5658950.502
391,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,33,LARGE,90,5197.82,63,N,MAINTAIN TREE,CALGARY PARKS,T-50868115,CAP,1324 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-23,2025-08-29,-6399.5897,5658982.28
392,HIL666,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,7,LARGE,90,,63,N,ESTABLISH TREE,CALGARY PARKS,T-51379291,HIL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2021-09-02,2025-08-29,-6084.2312,5658950.563
393,HIL666,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,11,LARGE,90,565,56,N,ESTABLISH TREE,CALGARY PARKS,T-51126953,HIL,16 AV NW; FR 10 ST NW TO FOWLER DR NW,NON TITLED,BVM - BOULEVARD MAJOR,N,,2025-08-29,-6026.8141,5658950.039
403,HIL666,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,14,LARGE,90,1122.81,69,N,MAINTAIN TREE,CALGARY PARKS,T-51365531,HIL,16 AVE NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2021-09-02,2025-08-29,-6019.8614,5658949.864
407,HIL666,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,12,LARGE,90,705.35,59,N,ESTABLISH TREE,CALGARY PARKS,T-51071784,HIL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2013-07-10,2025-08-29,-6098.2632,5658950.59
409,HIL666,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,8,LARGE,90,565,66,N,ESTABLISH TREE,CALGARY PARKS,T-51379293,HIL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2021-09-02,2025-08-29,-6047.9525,5658950.731
410,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,33,LARGE,90,5940.36,72,N,MAINTAIN TREE,CALGARY PARKS,T-32483661,CAP,1412 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-08-25,2025-08-29,-6529.6546,5658982.421
415,HIL666,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,16,LARGE,90,,67,N,ESTABLISH TREE,CALGARY PARKS,T-51071782,HIL,16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2013-07-09,2025-08-29,-6005.5999,5658948.313
419,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,28,LARGE,90,3920.22,66,N,MAINTAIN TREE,CALGARY PARKS,T-50868130,CAP,1216 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-09-02,-6188.5224,5658982.034
420,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,32,LARGE,90,5120.31,66,N,MAINTAIN TREE,CALGARY PARKS,T-50868123,CAP,1216 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-6195.4401,5658982.142
422,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,19,LARGE,90,1449.53,53,N,MAINTAIN TREE,CALGARY PARKS,T-50868132,CAP,1116 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-6049.191,5658982.391
423,HIL666,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,8,LARGE,90,565,56,N,ESTABLISH TREE,CALGARY PARKS,T-51120339,HIL,1336 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,,2025-08-29,-6413.9888,5658946.19
424,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,4,LARGE,90,565,75,N,ESTABLISH TREE,CALGARY PARKS,T-51387194,CAP,1412 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2022-07-25,2025-08-29,-6504.0513,5658982.11
425,HIL666,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,8,LARGE,90,565,56,N,ESTABLISH TREE,CALGARY PARKS,T-51120340,HIL,1336 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,,2025-08-29,-6418.8391,5658946.14
426,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,28,LARGE,90,4276.61,72,N,MAINTAIN TREE,CALGARY PARKS,T-50868113,CAP,1412 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-23,2025-08-29,-6536.6635,5658982.485
429,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,26,LARGE,90,3533.83,69,N,MAINTAIN TREE,CALGARY PARKS,T-50868116,CAP,1336 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-23,2025-08-29,-6406.5215,5658982.311
431,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,12,LARGE,90,752.72,69,N,ESTABLISH TREE,CALGARY PARKS,T-51365517,CAP,1130 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2021-09-14,2025-08-29,-6078.643,5658982.048
435,HIL666,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,11,LARGE,90,723.27,72,N,ESTABLISH TREE,CALGARY PARKS,T-51365530,HIL,16 AVE NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2021-09-02,2025-08-29,-5998.3954,5658947.659
436,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,23,LARGE,90,2364.59,59,N,MAINTAIN TREE,CALGARY PARKS,T-50868129,CAP,1222 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2011-07-24,2025-08-29,-6202.4419,5658982.217
437,CAP667,TREE,Deciduous,"ELM, AMERICAN",ULAM,ULMUS,AMERICANA,,12,LARGE,90,,50,N,ESTABLISH TREE,CALGARY PARKS,T-51365516,CAP,1140 16 AV NW,NON TITLED,BVM - BOULEVARD MAJOR,N,2021-09-14,2025-08-29,-6084.902,5658982.044
454,BNF678,SHRUB,Evergreen,"PINE, MUGO",PIMU,PINUS,MUGO,,10,SHRUB,70,,0,N,MAINTAIN SHRUB,CALGARY PARKS,T-51056893,BNF,2312 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7972.1587,5659002.078
457,BNF678,SHRUB,Deciduous,LILAC SHRUB SPECIES,SY,SYRINGA,,,10,SHRUB,90,,,N,,CALGARY PARKS,T-32457720,BNF,2002 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7488.936,5658996.471
462,BNF678,SHRUB,Evergreen,"PINE, MUGO",PIMU,PINUS,MUGO,,10,SHRUB,70,,0,N,MAINTAIN SHRUB,CALGARY PARKS,T-51056894,BNF,2312 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7976.3492,5659002.63
463,BNF666,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,18,LARGE,80,1172.25,53,N,MAINTAIN TREE,CALGARY PARKS,T-32437639,BNF,16 AV NW; FR 19 ST NW TO BANFF TR NW,NON TITLED,MM - MEDIAN MAJOR,N,,2025-09-05,-7833.188,5658995.87
468,BNF678,TREE,Deciduous,"ELM, SIBERIAN",ULPU,ULMUS,PUMILA,,0,LARGE,70,,0,N,ESTABLISH TREE,CALGARY PARKS,T-51056885,BNF,3204 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,2025-08-29,-7930.596,5659001.87
469,BNF678,SHRUB,Deciduous,LILAC SHRUB SPECIES,SY,SYRINGA,,,10,SHRUB,90,,0,N,MAINTAIN SHRUB,CALGARY PARKS,T-51056887,BNF,3204 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7927.8671,5659003.456
472,BNF666,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,23,LARGE,80,1913.97,53,N,MAINTAIN TREE,CALGARY PARKS,T-32437660,BNF,16 AV NW; FR 19 ST NW TO BANFF TR NW,NON TITLED,MM - MEDIAN MAJOR,N,,2025-08-29,-7848.9282,5658997.095
473,BNF678,SHRUB,Evergreen,"PINE, MUGO",PIMU,PINUS,MUGO,,10,SHRUB,70,,0,N,MAINTAIN SHRUB,CALGARY PARKS,T-51056892,BNF,2312 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7983.1696,5659002.184
474,BNF678,TREE,Deciduous,"ASH, GREEN",FRPE,FRAXINUS,PENNSYLVANICA,,10,LARGE,80,,0,N,ESTABLISH TREE,CALGARY PARKS,T-32398088,BNF,2304 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,2025-08-29,-7934.1569,5659001.63
478,BNF678,SHRUB,Deciduous,LILAC SHRUB SPECIES,SY,SYRINGA,,,10,SHRUB,90,,,N,,CALGARY PARKS,T-32457711,BNF,2002 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7471.6027,5658996.602
479,BNF678,SHRUB,Deciduous,LILAC SHRUB SPECIES,SY,SYRINGA,,,10,SHRUB,90,,0,N,MAINTAIN SHRUB,CALGARY PARKS,T-32457722,BNF,2002 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7480.5037,5658996.826
480,BNF678,SHRUB,Deciduous,LILAC SHRUB SPECIES,SY,SYRINGA,,,10,SHRUB,90,,,N,,CALGARY PARKS,T-32457710,BNF,2002 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7476.7119,5658996.798
483,BNF678,SHRUB,Deciduous,LILAC SHRUB SPECIES,SY,SYRINGA,,,10,SHRUB,90,,,N,,CALGARY PARKS,T-32457712,BNF,2002 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7496.7934,5658996.216
489,BNF678,SHRUB,Deciduous,LILAC SHRUB SPECIES,SY,SYRINGA,,,10,SHRUB,90,,0,N,MAINTAIN SHRUB,CALGARY PARKS,T-32457721,BNF,2002 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7484.3869,5658996.687
490,BNF678,SHRUB,Deciduous,LILAC SHRUB SPECIES,SY,SYRINGA,,,10,SHRUB,90,,,N,,CALGARY PARKS,T-32457719,BNF,2002 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7492.7909,5658996.443
499,BNF678,SHRUB,Deciduous,LILAC SHRUB SPECIES,SY,SYRINGA,,,10,SHRUB,90,,0,N,MAINTAIN SHRUB,CALGARY PARKS,T-51056895,BNF,2304 16 AV NW,NON TITLED,B - BLOCKSIDE,N,,,-7969.3557,5659001.718
