OBJECTID,BLDG_CODE,BLDG_CODE_DESC,X_COORD,Y_COORD,OBSCURED,CREATE_DT_UTC,MOD_DT_UTC,multipolygon,Shape_Length,Shape_Area
183,2,Commercial,-4400.57,5660303.65,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627239 51.0788607, -114.062723 51.0788636, -114.0627244 51.0789212, -114.0627317 51.0789212, -114.0627347 51.0790427, -114.0629079 51.079041, -114.0629033 51.0788532, -114.0627416 51.0788547, -114.0627338 51.0788552, -114.0627303 51.078856, -114.0627266 51.0788577, -114.0627239 51.0788607)))",66.64288763,257.2128397
184,2,Commercial,-4420,5658710.29,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629867 51.0645149, -114.062986 51.064733, -114.0631598 51.0647332, -114.0631605 51.0645152, -114.0629869 51.0645149, -114.0629867 51.0645149)))",72.87572387,295.4877268
185,2,Commercial,-4429.55,5658740.97,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627497 51.0647429, -114.0627491 51.065056, -114.0627491 51.0650576, -114.0627554 51.0650576, -114.0628033 51.0650574, -114.0628822 51.065029, -114.0629424 51.0650073, -114.0630116 51.0650079, -114.0630196 51.065008, -114.0630196 51.0650095, -114.063522 51.0650074, -114.0635305 51.0650105, -114.0635738 51.0650267, -114.0635976 51.0650006, -114.0636478 51.065018, -114.0636701 51.0650181, -114.0636703 51.0648956, -114.0636562 51.0648956, -114.0636564 51.0647933, -114.0631641 51.0647929, -114.0631642 51.0647428, -114.0627497 51.0647425, -114.0627497 51.0647429)))",199.1481209,1750.632965
186,2,Commercial,-4351.39,5658755.09,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0619855 51.0649198, -114.0619668 51.0649199, -114.0619669 51.0649363, -114.0618712 51.0649364, -114.0618715 51.0650066, -114.0618733 51.0650066, -114.0618735 51.0650569, -114.061889 51.0650569, -114.0618893 51.0651352, -114.0619987 51.065135, -114.0619984 51.0650566, -114.0623165 51.0650561, -114.0623166 51.0650561, -114.0623161 51.0649193, -114.0619855 51.0649198)))",110.2528828,528.5434298
187,2,Commercial,-4359.88,5658780.35,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622057 51.0651891, -114.0622057 51.0652503, -114.0621144 51.0652503, -114.0621144 51.0653196, -114.0622337 51.0653196, -114.0622337 51.0653253, -114.0623184 51.0653253, -114.0623184 51.0652912, -114.0623112 51.0652912, -114.0623113 51.0651891, -114.0622057 51.0651891)))",58.90582913,162.0768213
188,2,Commercial,-4420.6,5658824.53,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0631774 51.0657872, -114.0631779 51.0656548, -114.0631784 51.065515, -114.062989 51.0655147, -114.0629885 51.0656549, -114.062988 51.0657869, -114.0631774 51.0657872)))",87.10925567,401.9679238
189,2,Commercial,-4411.94,5660399.36,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628725 51.0798798, -114.0631219 51.0798802, -114.0631224 51.0799115, -114.0631594 51.0799112, -114.0631627 51.0799112, -114.0631622 51.0798803, -114.0631664 51.0798803, -114.0631671 51.0797371, -114.0630978 51.0797369, -114.0630978 51.0797282, -114.0630234 51.0797281, -114.063023 51.0797052, -114.0628492 51.0797063, -114.0628495 51.0797277, -114.0628276 51.0797277, -114.0627913 51.0797506, -114.0627907 51.0798799, -114.0627907 51.0798865, -114.0628725 51.0798866, -114.0628725 51.0798798)))",98.32666138,481.2793415
190,2,Commercial,-4408.53,5658849.04,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627798 51.0657897, -114.0627454 51.0657898, -114.0627463 51.0659268, -114.0627884 51.0659538, -114.06299 51.0659533, -114.0629894 51.0658659, -114.063077 51.0658657, -114.0630765 51.0657889, -114.0629648 51.0657892, -114.0627798 51.0657897)))",81.19373946,359.6436646
191,2,Commercial,-4350.77,5658885.61,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620926 51.0662748, -114.0620927 51.0663045, -114.0621044 51.0663045, -114.0621044 51.0663088, -114.0623121 51.0663084, -114.062311 51.0660924, -114.0622841 51.0660927, -114.062118 51.0660933, -114.0619875 51.0660938, -114.061985 51.0660938, -114.0618633 51.0660958, -114.0618633 51.0661061, -114.0618638 51.0662098, -114.0619881 51.0662095, -114.0620923 51.0662094, -114.0620926 51.0662748)))",110.5430394,573.7356292
192,2,Commercial,-4479.74,5658911.27,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.063652 51.0665579, -114.0635385 51.0665577, -114.0633619 51.0665574, -114.0633616 51.0666399, -114.0630579 51.0666394, -114.0630583 51.066538, -114.0631339 51.0665381, -114.0631343 51.0664187, -114.0631323 51.0664187, -114.0629484 51.0664184, -114.0629487 51.0663367, -114.0629213 51.0663367, -114.0629217 51.0662463, -114.0630102 51.0662464, -114.0630102 51.0662432, -114.0631039 51.0662434, -114.0631044 51.0661229, -114.0631045 51.066099, -114.0630959 51.066099, -114.0627402 51.0660992, -114.0627421 51.066244, -114.0627399 51.066244, -114.0627433 51.0664189, -114.06274 51.0664189, -114.0627397 51.066538, -114.0627452 51.0665381, -114.0627459 51.0665618, -114.062741 51.0665618, -114.0627421 51.0666285, -114.0627425 51.0666386, -114.0627661 51.0666395, -114.0627719 51.0666567, -114.0627886 51.0666778, -114.0628047 51.0666912, -114.0628372 51.0667052, -114.0628623 51.0667112, -114.0628813 51.0667112, -114.0629796 51.0667112, -114.0629797 51.0667344, -114.063123 51.0667343, -114.0631231 51.0667471, -114.0631692 51.0667471, -114.0631692 51.0667547, -114.0632168 51.0667546, -114.0632168 51.066761, -114.0633952 51.0667609, -114.0633952 51.0667534, -114.0635577 51.0667533, -114.0635577 51.0667624, -114.0640961 51.0667613, -114.0641887 51.066761, -114.0641887 51.0667607, -114.0641887 51.066752, -114.0642027 51.066752, -114.0642027 51.0667594, -114.0642064 51.0667594, -114.0642054 51.0665535, -114.0642047 51.066417, -114.0642511 51.0664169, -114.0642507 51.0663342, -114.0642486 51.0661658, -114.0641573 51.0661664, -114.0641583 51.0663062, -114.0641585 51.0663331, -114.0636511 51.0663339, -114.0636506 51.066334, -114.063652 51.0665579)))",501.4809951,4166.839347
193,2,Commercial,-4359.62,5658990.62,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0623424 51.067115, -114.0623424 51.0671103, -114.062341 51.0671068, -114.0623359 51.0671016, -114.0623299 51.0670989, -114.0623245 51.0670977, -114.0623177 51.0670977, -114.0620885 51.067097, -114.0620877 51.0671913, -114.0623418 51.0671922, -114.0623424 51.067115)))",55.95137636,186.4005683
194,2,Commercial,-4413.89,5659004.89,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0632344 51.0671324, -114.0632343 51.0671237, -114.062839 51.0671254, -114.0628397 51.0671864, -114.0627425 51.0671868, -114.062745 51.0674212, -114.0631404 51.0674195, -114.0631399 51.0673764, -114.063237 51.067376, -114.0632344 51.0671324)))",134.7605802,1055.344478
195,2,Commercial,-4353.47,5659006.24,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620843 51.0671477, -114.0620651 51.0671477, -114.0619409 51.0671483, -114.0619424 51.0672854, -114.0619046 51.0672856, -114.0619061 51.0674226, -114.0623333 51.0674207, -114.0623319 51.0672886, -114.0623128 51.0672887, -114.0623128 51.0672835, -114.0620534 51.0672847, -114.0620525 51.0671987, -114.0620849 51.0671986, -114.0620843 51.0671477)))",125.4278865,587.7511715
196,2,Commercial,-4359.48,5659001.31,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0623498 51.0672738, -114.062349 51.0672062, -114.0620769 51.0672075, -114.0620777 51.0672752, -114.0623498 51.0672738)))",53.19467279,143.5246712
197,2,Commercial,-4414.98,5659038.45,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629887 51.0676702, -114.0630141 51.0676701, -114.0630149 51.0677465, -114.0630158 51.0677503, -114.0630215 51.0677576, -114.0630311 51.0677639, -114.0630395 51.0677669, -114.0630506 51.0677683, -114.0630539 51.0677688, -114.0630543 51.067807, -114.0631945 51.0678064, -114.0631934 51.0677045, -114.0632356 51.0677043, -114.0632353 51.0676773, -114.0631924 51.0676775, -114.0631923 51.0676701, -114.0631923 51.06767, -114.0630582 51.0676706, -114.0630416 51.0676707, -114.0630395 51.0674817, -114.0630395 51.0674779, -114.0627757 51.0674791, -114.0627777 51.0676678, -114.0628166 51.0676677, -114.0628341 51.0676676, -114.0628342 51.0676709, -114.0629887 51.0676702)))",136.1449758,579.577611
198,2,Commercial,-4409.41,5659114.9,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629893 51.0682039, -114.0627955 51.0682028, -114.0627955 51.0682236, -114.0627791 51.0682236, -114.0627788 51.0682988, -114.0627962 51.0682988, -114.0627961 51.0683192, -114.0629911 51.0683201, -114.0630757 51.0683197, -114.0630745 51.0682036, -114.0629893 51.0682039)))",67.38438886,263.0168622
199,2,Commercial,-4341.12,5662079.48,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0619986 51.0947675, -114.0618923 51.0947674, -114.0618921 51.094864, -114.0619152 51.094864, -114.0619148 51.0950156, -114.0619066 51.0950156, -114.0619065 51.0950577, -114.0620733 51.0950578, -114.0620733 51.0950232, -114.0620838 51.0950232, -114.0620843 51.0948345, -114.0620741 51.0948345, -114.0620742 51.0947873, -114.0619986 51.0947872, -114.0619986 51.0947675)))",92.64233451,382.5985887
200,2,Commercial,-4405.89,5662109.87,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0630149 51.0955112, -114.0630141 51.0952708, -114.063068 51.0952706, -114.0630676 51.0952367, -114.063014 51.095237, -114.063014 51.0952141, -114.0630093 51.0952141, -114.0630091 51.0951339, -114.0630471 51.0951338, -114.0630467 51.0950103, -114.0630132 51.0950103, -114.063013 51.0949378, -114.0630127 51.0948556, -114.0629268 51.0948557, -114.0629266 51.0948345, -114.0628673 51.0948346, -114.0628666 51.0948177, -114.0627585 51.0948183, -114.0627585 51.0948189, -114.0627591 51.0949992, -114.0627591 51.0950098, -114.0627892 51.0950098, -114.0627892 51.0950123, -114.0627894 51.0950493, -114.0627684 51.0950493, -114.06277 51.0955362, -114.0627705 51.0955362, -114.063015 51.0955359, -114.063015 51.0955466, -114.0630678 51.0955464, -114.0630676 51.0955111, -114.0630149 51.0955112)))",220.8849441,1402.946138
201,11,School Colleges,-4424.22,5661047.68,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627414 51.0856184, -114.0627413 51.0856519, -114.0627413 51.0856536, -114.0628146 51.0856536, -114.0628148 51.0857362, -114.062982 51.0857363, -114.0629821 51.0857529, -114.0633679 51.085753, -114.0633725 51.085753, -114.0633726 51.0857357, -114.0635405 51.0857354, -114.0635406 51.0856531, -114.0635468 51.0856531, -114.0635467 51.0856191, -114.0635813 51.0856189, -114.0635822 51.0851858, -114.0633365 51.0851861, -114.0633367 51.0855206, -114.0632675 51.0855207, -114.0632674 51.0855032, -114.0632272 51.0855031, -114.0632269 51.0855199, -114.0631183 51.0855199, -114.0631182 51.0855042, -114.0630767 51.0855043, -114.0630758 51.085521, -114.0630093 51.0855211, -114.0630094 51.0851853, -114.0627655 51.0851862, -114.0627638 51.0855182, -114.0627494 51.0855182, -114.0627487 51.0855869, -114.0627416 51.0855871, -114.0627414 51.0856184)))",325.5027322,2664.52102
202,2,Commercial,-4411.18,5659134.16,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629946 51.0684144, -114.0629942 51.0683821, -114.0627839 51.0683833, -114.0627849 51.0684531, -114.0627682 51.0684532, -114.0627687 51.0684871, -114.0631212 51.0684851, -114.0631202 51.0684138, -114.0629946 51.0684144)))",72.48129418,244.2968489
203,2,Commercial,-4404.66,5659146.24,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629227 51.068494, -114.0627979 51.0684933, -114.0627966 51.0685924, -114.0629214 51.068593, -114.0629227 51.068494)))",39.53144816,96.38113698
204,2,Commercial,-4404.1,5659159.11,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629306 51.0686128, -114.0627752 51.0686115, -114.0627741 51.0686643, -114.0627791 51.0686643, -114.0627788 51.0686766, -114.0627997 51.0686768, -114.0627991 51.0687053, -114.0629286 51.0687064, -114.0629306 51.0686128)))",42.61064482,107.1669075
205,2,Commercial,-4422.2,5659247.98,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629911 51.0693167, -114.0629902 51.0693519, -114.0629905 51.0696043, -114.0632322 51.0696042, -114.063232 51.0694129, -114.0631951 51.0694129, -114.063195 51.0693512, -114.0631953 51.0693119, -114.0629913 51.0693099, -114.0629911 51.0693167)))",99.08930377,523.3377865
206,2,Commercial,-4338.29,5662114.94,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620538 51.0950785, -114.0620538 51.095076, -114.0618439 51.0950758, -114.061843 51.0953643, -114.0618429 51.0953867, -114.0619048 51.0953868, -114.0620528 51.0953869, -114.0620538 51.0950785)))",98.57427041,508.4967672
207,2,Commercial,-4341.24,5662164.3,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621641 51.0957167, -114.0621626 51.0956305, -114.0619298 51.0956321, -114.061916 51.0956322, -114.0619157 51.0956164, -114.0618178 51.0956171, -114.0618198 51.0957338, -114.0619167 51.0957332, -114.0619164 51.0957185, -114.0619319 51.0957184, -114.0621641 51.0957167)))",74.23658936,254.7356856
208,2,Commercial,-4399.76,5662168.49,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629401 51.0957495, -114.0629421 51.0956776, -114.062713 51.095675, -114.062711 51.095747, -114.0629401 51.0957495)))",48.11000912,128.479054
209,5,Residential Garage,2998.28,5655774.65,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9572453 51.0382148, -113.9572434 51.0382699, -113.9572823 51.0382705, -113.957282 51.0382153, -113.9572453 51.0382148)))",17.57456886,16.2669287
210,6,Residential Roof Outline,1725.86,5655681.18,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9755319 51.0373483, -113.9752801 51.0373488, -113.9752807 51.037467, -113.9755324 51.0374665, -113.9755319 51.0373483)))",61.60945547,232.1523133
211,6,Residential Roof Outline,2019.69,5655684.31,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9712596 51.0373707, -113.9711369 51.0373705, -113.9711363 51.0374989, -113.9712609 51.0374991, -113.9712612 51.0374428, -113.9712971 51.0374429, -113.9712972 51.03742, -113.9712594 51.0374199, -113.9712596 51.0373707)))",51.07917497,130.5177609
212,6,Residential Roof Outline,1986.74,5655689.82,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9717688 51.0373818, -113.971607 51.037381, -113.9716042 51.037587, -113.9717661 51.0375879, -113.9717688 51.0373818)))",68.54589786,260.1934789
213,6,Residential Roof Outline,2081.92,5655686.51,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9703967 51.0374146, -113.9703477 51.037415, -113.9703461 51.0373933, -113.9702616 51.037395, -113.9702602 51.0375051, -113.9703046 51.0375047, -113.9703048 51.0375152, -113.9703544 51.0375149, -113.9703542 51.0375043, -113.9703984 51.0375039, -113.9703967 51.0374146)))",46.00539315,113.5674093
214,6,Residential Roof Outline,2070.3,5655687.01,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9705587 51.0375126, -113.9705708 51.0375125, -113.970569 51.0373973, -113.9704225 51.0373982, -113.9704194 51.0373983, -113.9704212 51.0375132, -113.9704777 51.037513, -113.9704794 51.0375146, -113.9704816 51.037516, -113.9704842 51.0375174, -113.9704866 51.0375187, -113.9704901 51.0375194, -113.9704929 51.0375199, -113.9704966 51.0375199, -113.9705007 51.0375196, -113.9705047 51.0375187, -113.9705081 51.0375172, -113.970511 51.0375153, -113.9705139 51.0375129, -113.9705587 51.0375126)))",47.16705873,135.7907673
215,6,Residential Roof Outline,2036.74,5655687.71,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9710492 51.0374264, -113.9709997 51.0374262, -113.9709999 51.0374085, -113.9709462 51.0374083, -113.970946 51.037426, -113.9708989 51.0374258, -113.9708981 51.0375052, -113.9709471 51.0375054, -113.9709469 51.0375221, -113.9710005 51.0375223, -113.9710007 51.0375045, -113.9710484 51.0375047, -113.9710492 51.0374264)))",46.40107173,107.0860737
216,6,Residential Roof Outline,2052.38,5655687.45,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9708295 51.0374184, -113.9706718 51.0374183, -113.9706716 51.0375075, -113.9708294 51.0375076, -113.9708295 51.0374184)))",41.97210965,109.7780047
217,6,Residential Roof Outline,3075.95,5655788.58,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9563967 51.038642, -113.95657 51.0386425, -113.9565702 51.0386129, -113.9565629 51.0386129, -113.9565633 51.0385628, -113.9565883 51.038544, -113.9565905 51.0381837, -113.9565727 51.0381715, -113.9565721 51.0380803, -113.9564983 51.0380801, -113.9564983 51.038075, -113.9564896 51.038075, -113.9564533 51.0380749, -113.9564534 51.0380704, -113.9564395 51.0380704, -113.9564208 51.0380703, -113.9564072 51.0380703, -113.9564072 51.0380743, -113.9563707 51.0380742, -113.956235 51.0380737, -113.9562352 51.0380475, -113.9562279 51.0380475, -113.9561958 51.0380474, -113.9561958 51.0380439, -113.9561335 51.0380437, -113.9561334 51.0380484, -113.9561051 51.0380483, -113.9560957 51.0380482, -113.9560955 51.0380734, -113.9560215 51.0380732, -113.9560214 51.0380798, -113.955974 51.0380796, -113.955974 51.0380735, -113.955927 51.0380733, -113.955927 51.03807, -113.9558764 51.0380698, -113.9558764 51.0380736, -113.9558324 51.0380734, -113.9558324 51.0380792, -113.9557651 51.038079, -113.9557337 51.038096, -113.9557287 51.038096, -113.9557281 51.0381641, -113.9557205 51.0381641, -113.9557203 51.0381954, -113.9557272 51.0381954, -113.9557267 51.0382616, -113.955741 51.0382616, -113.9557403 51.0383504, -113.9557298 51.0383503, -113.9557296 51.038375, -113.9557398 51.038375, -113.9557392 51.0384564, -113.9557272 51.0384563, -113.9557266 51.038531, -113.9557202 51.0385309, -113.9557199 51.0385615, -113.9557262 51.0385615, -113.9557258 51.0386181, -113.9557253 51.0386818, -113.9557252 51.0386897, -113.9563963 51.0386919, -113.9563964 51.038684, -113.9563967 51.038642)))",271.0618728,4053.319941
218,6,Residential Roof Outline,1046.11,5655782.05,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9853828 51.0384115, -113.9853805 51.0382186, -113.9848248 51.0382211, -113.9848135 51.0382212, -113.9848157 51.038413, -113.9848157 51.0384135, -113.9850598 51.0384124, -113.9850595 51.0383845, -113.9851937 51.0383839, -113.985194 51.0384123, -113.9853828 51.0384115)))",128.65254,822.5090712
219,14,Unclassified,1462.61,5655759.15,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9792262 51.0381514, -113.979227 51.0380677, -113.9790927 51.0380671, -113.9790918 51.0381508, -113.9792262 51.0381514)))",37.46688565,87.73231941
220,14,Unclassified,2313.92,5655763.82,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9671357 51.0380746, -113.966906 51.0380739, -113.9669053 51.0381727, -113.9669859 51.0382229, -113.9671364 51.0382222, -113.9671357 51.0380746)))",62.02015116,251.137362
221,14,Unclassified,3505.22,5655758.2,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9500546 51.0380919, -113.9500341 51.0380794, -113.9500148 51.038092, -113.9500354 51.0381045, -113.9500546 51.0380919)))",7.897410981,3.897259949
222,2,Commercial,2574.29,5655667.22,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9639045 51.0370278, -113.9638722 51.0370278, -113.9638722 51.0370308, -113.9635801 51.037031, -113.9635813 51.0371397, -113.9635819 51.0371949, -113.9634962 51.037195, -113.96347 51.0371951, -113.962707 51.0371959, -113.9627045 51.0372269, -113.9627125 51.0372269, -113.9627144 51.0374517, -113.9627069 51.0374518, -113.9627066 51.0374705, -113.9627175 51.0374705, -113.9627178 51.0374882, -113.9631553 51.0374866, -113.9631559 51.0375302, -113.9632794 51.0375296, -113.9632788 51.0374866, -113.9639061 51.0374852, -113.9639045 51.0370295, -113.9639045 51.0370278)))",280.8942928,3167.804063
223,2,Commercial,2637.68,5655669.8,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9622736 51.0374114, -113.9625504 51.0374116, -113.9625499 51.0372399, -113.9623458 51.0372403, -113.9623455 51.0371929, -113.9622603 51.0371922, -113.9622608 51.0374114, -113.9622736 51.0374114)))",89.35691833,418.809642
224,2,Commercial,2662.64,5655670.58,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9618397 51.0372257, -113.9618405 51.0373796, -113.9618407 51.0374236, -113.9622579 51.0374227, -113.9622591 51.0374227, -113.9622579 51.037194, -113.9617994 51.037195, -113.9618018 51.0372166, -113.961807 51.0372166, -113.961807 51.0372258, -113.9618397 51.0372257)))",115.0455294,755.3643474
225,2,Commercial,3019.92,5655675.28,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9579414 51.0371963, -113.9579414 51.0372417, -113.9579414 51.0372475, -113.9572591 51.0372476, -113.9572591 51.0372867, -113.9571432 51.0372868, -113.9571432 51.0372485, -113.9558482 51.0372487, -113.9558482 51.0372566, -113.9558238 51.0372566, -113.9558238 51.0372803, -113.9557704 51.0372803, -113.9557704 51.0373739, -113.9557598 51.0373739, -113.9557598 51.0375019, -113.95607 51.0375018, -113.95607 51.0374864, -113.9564163 51.0374863, -113.9564163 51.0375024, -113.9566798 51.0375024, -113.9566798 51.0374863, -113.9569375 51.0374863, -113.9569375 51.0375024, -113.9572012 51.0375024, -113.9572012 51.0374851, -113.957423 51.0374851, -113.957423 51.0375023, -113.9576867 51.0375023, -113.9576867 51.0374856, -113.9578575 51.0374856, -113.9578575 51.037501, -113.95814 51.037501, -113.9581399 51.0372558, -113.958134 51.0372558, -113.958134 51.0372153, -113.9581198 51.0372153, -113.9581198 51.0372045, -113.9581028 51.0372045, -113.9581028 51.0371962, -113.9579414 51.0371963)))",424.7303453,4601.235017
226,2,Commercial,1006.45,5655676.5,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9852603 51.0372063, -113.9852603 51.0372153, -113.9852606 51.0373622, -113.9852609 51.0375284, -113.9860675 51.0375278, -113.986067 51.0372557, -113.9857198 51.037256, -113.9857197 51.037206, -113.9852603 51.0372063)))",184.8001759,1891.340281
227,2,Commercial,1153.81,5655676.54,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9832172 51.0373108, -113.9832155 51.0375266, -113.9832686 51.0375268, -113.983479 51.0375274, -113.983479 51.037523, -113.9836868 51.0375237, -113.9836868 51.0375265, -113.9839075 51.0375272, -113.9839096 51.0372602, -113.9839063 51.0372602, -113.9836937 51.0372595, -113.983688 51.0372595, -113.9836875 51.0373123, -113.9834791 51.0373116, -113.9834794 51.0372073, -113.9834731 51.0372073, -113.9834225 51.0372073, -113.9834222 51.0373115, -113.9832172 51.0373108)))",180.633769,1292.691715
228,2,Commercial,2691.51,5655670.88,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9617521 51.0373689, -113.9617509 51.0372395, -113.9615518 51.0372403, -113.9615234 51.0372593, -113.9615246 51.037383, -113.9617522 51.0373822, -113.9617522 51.0373813, -113.9617521 51.0373689)))",62.46535239,251.244013
229,2,Commercial,3270.2,5655677.33,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9528251 51.037254, -113.9528255 51.037479, -113.953948 51.0374785, -113.9539477 51.0372536, -113.9528251 51.037254)))",207.5043929,1970.036935
230,2,Commercial,560.43,5655677.08,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9927677 51.0373725, -113.9927676 51.0374182, -113.9927676 51.0374325, -113.9927676 51.0374327, -113.9930187 51.0374326, -113.9930186 51.037383, -113.9930186 51.0373826, -113.9930185 51.0372651, -113.9921537 51.037267, -113.9910436 51.0372678, -113.9910443 51.0374314, -113.9910445 51.037481, -113.9913408 51.0374805, -113.9913414 51.0373734, -113.9913496 51.0373733, -113.9916188 51.0373729, -113.9916194 51.0374797, -113.9916212 51.0374797, -113.99187 51.0374795, -113.9918702 51.0374344, -113.9921093 51.0374344, -113.9921102 51.0374795, -113.9924278 51.0374792, -113.9924279 51.037372, -113.9925055 51.0373721, -113.9927677 51.0373725)))",371.6043839,2587.985828
231,2,Commercial,668.88,5655680.1,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9902018 51.0372704, -113.9902007 51.0375337, -113.9907529 51.0375324, -113.9907527 51.0372665, -113.9905759 51.0372664, -113.9905756 51.037338, -113.9904614 51.0373381, -113.9904616 51.0372953, -113.9904217 51.0372706, -113.9902018 51.0372704)))",150.0745391,1071.271152
232,2,Commercial,2449.97,5655677.35,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9650106 51.0372725, -113.9645428 51.0372728, -113.964538 51.0372728, -113.9645383 51.037464, -113.9651692 51.0374635, -113.9651692 51.0374587, -113.9651849 51.0374587, -113.9651849 51.0374687, -113.9656145 51.0374684, -113.9656145 51.0374595, -113.9656254 51.0374595, -113.9656251 51.0373232, -113.9651677 51.0373235, -113.9651676 51.0372728, -113.9651676 51.0372724, -113.9650106 51.0372725)))",197.2301475,1455.093851
233,2,Commercial,3334.61,5655681.02,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9520132 51.0375204, -113.9527708 51.0375205, -113.9527709 51.0373307, -113.9527304 51.0373307, -113.9527304 51.0373557, -113.9525768 51.0373557, -113.9525768 51.037307, -113.9524042 51.0373069, -113.9523578 51.0372776, -113.95227 51.037333, -113.9520125 51.0374956, -113.9520132 51.0375204)))",149.7993659,987.9530996
